Gene,Statistic,Percentage,Cell Types
ACOT13,0 out of 24,0.00%,
ACOT7,3 out of 24,12.50%,Astrocytes 8; Oligodendrocytes 10; Endothelial cells 9
ACOT8,1 out of 24,4.17%,Astrocytes microglia 23
ACOT9,0 out of 24,0.00%,
ACOX1,0 out of 24,0.00%,
ACOX3,2 out of 24,8.33%,Oligodendrocytes 16; Connective tissue cells 21
ACP1,0 out of 24,0.00%,
ACP2,0 out of 24,0.00%,
ACP6,0 out of 24,0.00%,
ACPP,0 out of 24,0.00%,
ACSBG1,0 out of 24,0.00%,
ACSF2,0 out of 24,0.00%,
ACSF3,0 out of 24,0.00%,
ACSL1,2 out of 24,8.33%,Astrocytes microglia 23; Microglia 19
ACSL3,3 out of 24,12.50%,Astrocytes 8; Astrocytes 5; GABA neurons expressing GLU receptors 22
ACSL4,0 out of 24,0.00%,
ACSL5,0 out of 24,0.00%,
ACSM5,0 out of 24,0.00%,
ACSS1,1 out of 24,4.17%,Astrocytes 4
ACSS2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
ACSS3,0 out of 24,0.00%,
ACTA2,0 out of 24,0.00%,
ACTB,9 out of 24,37.50%,Astrocytes 8; Connective tissue cells 21; Oligodendrocyte progenitor cells 7; DA like neurons 11; Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 2; T cells 18; Microglia 1
ACTG1,14 out of 24,58.33%,Astrocytes 8; GABA neurons expressing GLU receptors 22; GLU like neurons 17; Astrocytes 5; Oligodendrocytes 10; Oligodendrocyte progenitor cells 7; DA like neurons 11; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 3; GABA like neurons 14; T cells 18; Endothelial cells 9; Microglia 1
ACTL6B,0 out of 24,0.00%,
ACTN1,3 out of 24,12.50%,Astrocytes microglia 23; Astrocytes 5; Astrocytes 15
ACTN2,0 out of 24,0.00%,
ACTN4,0 out of 24,0.00%,
ACTR10,1 out of 24,4.17%,DA neurons 6
ACTR1A,0 out of 24,0.00%,
ACTR1B,0 out of 24,0.00%,
ACTR2,0 out of 24,0.00%,
ACTR3,1 out of 24,4.17%,T cells 18
ACTR3B,0 out of 24,0.00%,
ACTR3C,0 out of 24,0.00%,
ACTR6,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
ACVR1,0 out of 24,0.00%,
ACVR1B,0 out of 24,0.00%,
ACVR1C,0 out of 24,0.00%,
ACVR2A,0 out of 24,0.00%,
ACVR2B,0 out of 24,0.00%,
ACVRL1,0 out of 24,0.00%,
ACYP1,2 out of 24,8.33%,Astrocytes microglia 23; Oligodendrocytes 20
ACYP2,0 out of 24,0.00%,
ADA2,0 out of 24,0.00%,
ADAL,0 out of 24,0.00%,
ADAM10,1 out of 24,4.17%,Oligodendrocytes 16
ADAM11,0 out of 24,0.00%,
ADAM12,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 5; Oligodendrocytes 3
ADAM15,0 out of 24,0.00%,
ADAM17,0 out of 24,0.00%,
ADAM19,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
ADAM22,1 out of 24,4.17%,Astrocytes 15
ADAM23,0 out of 24,0.00%,
ADAM28,1 out of 24,4.17%,Microglia 19
ADAM32,1 out of 24,4.17%,Astrocytes microglia 23
ADAM33,0 out of 24,0.00%,
ADAM8,0 out of 24,0.00%,
ADAM9,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; Astrocytes 5; Oligodendrocyte progenitor cells 7
ADAMTS1,1 out of 24,4.17%,Endothelial cells 9
ADAMTS10,0 out of 24,0.00%,
ADAMTS12,0 out of 24,0.00%,
ADAMTS13,0 out of 24,0.00%,
ADAMTS14,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 3
ADAMTS15,0 out of 24,0.00%,
ADAMTS16,0 out of 24,0.00%,
ADAMTS17,3 out of 24,12.50%,Oligodendrocyte progenitor cells 7; Oligodendrocyte progenitor cells 12; T cells 18
ADAMTS18,0 out of 24,0.00%,
ADAMTS19,0 out of 24,0.00%,
ADAMTS2,1 out of 24,4.17%,GABA like neurons 14
ADAMTS20,0 out of 24,0.00%,
ADAMTS4,0 out of 24,0.00%,
ADAMTS6,0 out of 24,0.00%,
ADAMTS8,0 out of 24,0.00%,
ADAMTS9,2 out of 24,8.33%,Endothelial cells 9; Oligodendrocyte progenitor cells 7
ADAMTS9-AS2,1 out of 24,4.17%,Astrocytes 15
ADAMTSL1,0 out of 24,0.00%,
ADAMTSL2,1 out of 24,4.17%,Astrocytes microglia 23
ADAMTSL3,4 out of 24,16.67%,Astrocytes microglia 23; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15
ADAP1,0 out of 24,0.00%,
ADAP2,1 out of 24,4.17%,Microglia 19
ADAR,0 out of 24,0.00%,
ADARB1,2 out of 24,8.33%,T cells 18; Astrocytes 15
ADARB2,3 out of 24,12.50%,Endothelial cells 9; DA like neurons 11; Astrocytes 15
ADARB2-AS1,0 out of 24,0.00%,
ADAT1,0 out of 24,0.00%,
ADAT2,0 out of 24,0.00%,
ADCK1,1 out of 24,4.17%,Oligodendrocytes 20
ADCK5,0 out of 24,0.00%,
ADCY1,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocyte progenitor cells 12
ADCY2,2 out of 24,8.33%,GLU like neurons 17; DA like neurons 11
ADCY3,0 out of 24,0.00%,
ADCY4,0 out of 24,0.00%,
ADCY5,0 out of 24,0.00%,
ADCY6,0 out of 24,0.00%,
ADCY7,0 out of 24,0.00%,
ADCY8,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
ADCY9,2 out of 24,8.33%,DA like neurons 11; GABA like neurons 14
ADCYAP1R1,0 out of 24,0.00%,
ADD1,0 out of 24,0.00%,
ADD2,0 out of 24,0.00%,
ADD3,0 out of 24,0.00%,
ADGRA1,0 out of 24,0.00%,
ADGRA2,0 out of 24,0.00%,
ADGRA3,1 out of 24,4.17%,Astrocytes 4
ADGRB1,2 out of 24,8.33%,Astrocytes 4; Astrocytes 15
ADGRB2,1 out of 24,4.17%,Astrocytes microglia 23
ADGRB3,7 out of 24,29.17%,Astrocytes microglia 23; GLU like neurons 17; Astrocytes 5; Connective tissue cells 21; DA like neurons 11; Microglia 19; DA neurons 6
ADGRD1,0 out of 24,0.00%,
ADGRE2,1 out of 24,4.17%,Microglia 19
ADGRE5,0 out of 24,0.00%,
ADGRF5,1 out of 24,4.17%,Endothelial cells 9
ADGRG1,3 out of 24,12.50%,Microglia 1; T cells 18; Microglia 19
ADGRG5,0 out of 24,0.00%,
ADGRL1,0 out of 24,0.00%,
ADGRL2,0 out of 24,0.00%,
ADGRL3,0 out of 24,0.00%,
ADGRL4,0 out of 24,0.00%,
ADGRV1,2 out of 24,8.33%,DA like neurons 11; GABA like neurons 14
ADH1B,0 out of 24,0.00%,
ADH5,0 out of 24,0.00%,
ADHFE1,0 out of 24,0.00%,
ADI1,0 out of 24,0.00%,
ADIPOR1,0 out of 24,0.00%,
ADIPOR2,5 out of 24,20.83%,Oligodendrocyte progenitor cells 12; Astrocytes 8; Oligodendrocyte progenitor cells 7; DA like neurons 11; Astrocytes 4
ADIRF,1 out of 24,4.17%,Endothelial cells 9
ADK,2 out of 24,8.33%,Oligodendrocytes 10; T cells 18
ADM,2 out of 24,8.33%,Astrocytes 8; Astrocytes 15
ADNP,0 out of 24,0.00%,
ADNP2,1 out of 24,4.17%,Connective tissue cells 21
ADO,0 out of 24,0.00%,
ADORA1,0 out of 24,0.00%,
ADPGK,0 out of 24,0.00%,
ADPRHL1,0 out of 24,0.00%,
ADPRHL2,0 out of 24,0.00%,
ADRA1A,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocyte progenitor cells 12
ADRM1,0 out of 24,0.00%,
ADSS,1 out of 24,4.17%,Oligodendrocytes 3
AEBP1,0 out of 24,0.00%,
AEBP2,1 out of 24,4.17%,Oligodendrocytes 3
AES,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; DA like neurons 11; Oligodendrocytes 10; GABA like neurons 14
AF117829.1,1 out of 24,4.17%,Astrocytes 5
AF127577.4,1 out of 24,4.17%,Astrocytes microglia 23
AF165147.1,1 out of 24,4.17%,Oligodendrocytes 20
AF241726.2,1 out of 24,4.17%,Oligodendrocytes 20
AF279873.3,0 out of 24,0.00%,
AFAP1,0 out of 24,0.00%,
AFAP1L1,0 out of 24,0.00%,
AFAP1L2,0 out of 24,0.00%,
AFDN,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 2
AFF1,1 out of 24,4.17%,Oligodendrocytes 10
AFF2,0 out of 24,0.00%,
AFF3,4 out of 24,16.67%,Endothelial cells 9; DA like neurons 11; Oligodendrocytes 16; GABA like neurons 14
AFF4,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
AFG1L,0 out of 24,0.00%,
AFG3L2,0 out of 24,0.00%,
AFMID,1 out of 24,4.17%,Oligodendrocytes 3
AFP,0 out of 24,0.00%,
AFTPH,0 out of 24,0.00%,
AGAP1,8 out of 24,33.33%,Astrocytes 8; GLU like neurons 17; Oligodendrocytes 10; Oligodendrocyte progenitor cells 7; GABA like neurons 14; T cells 18; GABA neurons expressing GABA receptors 13; DA neurons 6
AGAP2,0 out of 24,0.00%,
AGAP3,1 out of 24,4.17%,Connective tissue cells 21
AGAP4,1 out of 24,4.17%,Connective tissue cells 21
AGAP5,0 out of 24,0.00%,
AGAP6,2 out of 24,8.33%,Oligodendrocytes 20; Connective tissue cells 21
AGAP9,0 out of 24,0.00%,
AGBL1,0 out of 24,0.00%,
AGBL3,0 out of 24,0.00%,
AGBL4,4 out of 24,16.67%,DA like neurons 11; Astrocytes 4; Astrocytes 5; GABA like neurons 14
AGFG1,1 out of 24,4.17%,Microglia 19
AGFG2,0 out of 24,0.00%,
AGK,0 out of 24,0.00%,
AGL,0 out of 24,0.00%,
AGMO,1 out of 24,4.17%,Astrocytes 15
AGO1,0 out of 24,0.00%,
AGO2,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; GABA like neurons 14; Oligodendrocytes 0
AGO3,0 out of 24,0.00%,
AGO4,0 out of 24,0.00%,
AGPAT1,1 out of 24,4.17%,Astrocytes microglia 23
AGPAT3,0 out of 24,0.00%,
AGPAT4,6 out of 24,25.00%,Oligodendrocyte progenitor cells 12; GLU like neurons 17; Oligodendrocytes 3; Oligodendrocytes 2; T cells 18; Oligodendrocytes 0
AGPAT5,0 out of 24,0.00%,
AGPS,1 out of 24,4.17%,Oligodendrocytes 10
AGRN,0 out of 24,0.00%,
AGT,0 out of 24,0.00%,
AGTPBP1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
AGTR1,0 out of 24,0.00%,
AGTRAP,0 out of 24,0.00%,
AHCTF1,0 out of 24,0.00%,
AHCY,0 out of 24,0.00%,
AHCYL1,1 out of 24,4.17%,GLU like neurons 17
AHCYL2,1 out of 24,4.17%,Astrocytes 15
AHDC1,1 out of 24,4.17%,GABA like neurons 14
AHI1,1 out of 24,4.17%,T cells 18
AHNAK,0 out of 24,0.00%,
AHNAK2,0 out of 24,0.00%,
AHSA1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
AIDA,0 out of 24,0.00%,
AIF1,0 out of 24,0.00%,
AIF1L,0 out of 24,0.00%,
AIFM1,1 out of 24,4.17%,Astrocytes microglia 23
AIFM2,0 out of 24,0.00%,
AIFM3,0 out of 24,0.00%,
AIG1,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 2
AIMP1,0 out of 24,0.00%,
AIMP2,0 out of 24,0.00%,
AIP,0 out of 24,0.00%,
AJ003147.2,0 out of 24,0.00%,
AJ009632.2,0 out of 24,0.00%,
AJAP1,1 out of 24,4.17%,GABA like neurons 14
AJM1,0 out of 24,0.00%,
AK2,0 out of 24,0.00%,
AK3,1 out of 24,4.17%,Astrocytes 4
AK4,0 out of 24,0.00%,
AK5,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
AK8,0 out of 24,0.00%,
AK9,0 out of 24,0.00%,
AKAP1,0 out of 24,0.00%,
AKAP10,0 out of 24,0.00%,
AKAP11,0 out of 24,0.00%,
AKAP12,2 out of 24,8.33%,Endothelial cells 9; Connective tissue cells 21
AKAP13,1 out of 24,4.17%,Astrocytes 5
AKAP17A,0 out of 24,0.00%,
AKAP6,3 out of 24,12.50%,Astrocytes microglia 23; Connective tissue cells 21; Endothelial cells 9
AKAP7,0 out of 24,0.00%,
AKAP8,1 out of 24,4.17%,Connective tissue cells 21
AKAP8L,2 out of 24,8.33%,DA like neurons 11; GABA like neurons 14
AKAP9,1 out of 24,4.17%,Oligodendrocytes 3
AKIP1,0 out of 24,0.00%,
AKIRIN1,0 out of 24,0.00%,
AKIRIN2,0 out of 24,0.00%,
AKNA,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
AKR1A1,0 out of 24,0.00%,
AKR1B1,0 out of 24,0.00%,
AKR1C1,0 out of 24,0.00%,
AKR1C2,0 out of 24,0.00%,
AKR1C3,0 out of 24,0.00%,
AKR1E2,0 out of 24,0.00%,
AKR7A2,0 out of 24,0.00%,
AKT1,1 out of 24,4.17%,Astrocytes microglia 23
AKT2,0 out of 24,0.00%,
AKT3,1 out of 24,4.17%,Endothelial cells 9
AKTIP,0 out of 24,0.00%,
AL020995.1,1 out of 24,4.17%,Astrocytes microglia 23
AL021368.2,0 out of 24,0.00%,
AL021707.1,2 out of 24,8.33%,Astrocytes microglia 23; Oligodendrocytes 16
AL022068.1,0 out of 24,0.00%,
AL023284.4,0 out of 24,0.00%,
AL024498.2,0 out of 24,0.00%,
AL031316.1,0 out of 24,0.00%,
AL031428.1,0 out of 24,0.00%,
AL031590.1,0 out of 24,0.00%,
AL031772.1,0 out of 24,0.00%,
AL031777.3,0 out of 24,0.00%,
AL033504.1,0 out of 24,0.00%,
AL033529.1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
AL034397.3,1 out of 24,4.17%,Microglia 1
AL034405.1,0 out of 24,0.00%,
AL035071.1,0 out of 24,0.00%,
AL035078.4,0 out of 24,0.00%,
AL035401.1,0 out of 24,0.00%,
AL035413.1,0 out of 24,0.00%,
AL035530.2,0 out of 24,0.00%,
AL035587.1,0 out of 24,0.00%,
AL049650.1,0 out of 24,0.00%,
AL049869.3,0 out of 24,0.00%,
AL049875.1,0 out of 24,0.00%,
AL050403.2,0 out of 24,0.00%,
AL078459.1,0 out of 24,0.00%,
AL078590.3,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
AL078639.1,0 out of 24,0.00%,
AL096711.2,0 out of 24,0.00%,
AL109930.1,0 out of 24,0.00%,
AL110292.1,0 out of 24,0.00%,
AL117190.1,0 out of 24,0.00%,
AL117190.2,0 out of 24,0.00%,
AL117335.1,0 out of 24,0.00%,
AL117336.3,2 out of 24,8.33%,Oligodendrocytes 20; Astrocytes 15
AL117339.5,1 out of 24,4.17%,Oligodendrocytes 20
AL121760.1,0 out of 24,0.00%,
AL121761.1,1 out of 24,4.17%,Oligodendrocytes 20
AL122035.1,0 out of 24,0.00%,
AL133346.1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
AL133410.1,0 out of 24,0.00%,
AL136164.2,1 out of 24,4.17%,Astrocytes microglia 23
AL136295.1,0 out of 24,0.00%,
AL136317.2,0 out of 24,0.00%,
AL136366.1,0 out of 24,0.00%,
AL136382.1,0 out of 24,0.00%,
AL136454.1,0 out of 24,0.00%,
AL136531.2,1 out of 24,4.17%,Endothelial cells 9
AL137145.2,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
AL138686.1,0 out of 24,0.00%,
AL138752.2,0 out of 24,0.00%,
AL138828.1,0 out of 24,0.00%,
AL138881.1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 3
AL139011.2,0 out of 24,0.00%,
AL139125.1,0 out of 24,0.00%,
AL139158.2,0 out of 24,0.00%,
AL139220.2,0 out of 24,0.00%,
AL139260.1,1 out of 24,4.17%,GLU like neurons 17
AL139294.1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 3
AL139352.1,0 out of 24,0.00%,
AL139353.1,0 out of 24,0.00%,
AL139383.1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocyte progenitor cells 12
AL139393.1,0 out of 24,0.00%,
AL139807.1,0 out of 24,0.00%,
AL157392.5,0 out of 24,0.00%,
AL157402.2,1 out of 24,4.17%,T cells 18
AL157832.3,1 out of 24,4.17%,Astrocytes 15
AL157911.1,1 out of 24,4.17%,Astrocytes 5
AL157938.2,0 out of 24,0.00%,
AL158055.1,0 out of 24,0.00%,
AL158071.4,1 out of 24,4.17%,Microglia 1
AL158152.2,1 out of 24,4.17%,Astrocytes 15
AL158840.1,0 out of 24,0.00%,
AL159163.1,0 out of 24,0.00%,
AL160269.1,2 out of 24,8.33%,Oligodendrocytes 16; Oligodendrocytes 3
AL160272.2,0 out of 24,0.00%,
AL161457.2,0 out of 24,0.00%,
AL161757.4,0 out of 24,0.00%,
AL161908.1,0 out of 24,0.00%,
AL161935.3,1 out of 24,4.17%,Astrocytes microglia 23
AL162414.1,1 out of 24,4.17%,Microglia 19
AL162511.1,0 out of 24,0.00%,
AL353784.1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
AL354733.3,0 out of 24,0.00%,
AL354771.1,0 out of 24,0.00%,
AL354809.1,0 out of 24,0.00%,
AL355315.1,0 out of 24,0.00%,
AL355472.3,0 out of 24,0.00%,
AL355974.2,0 out of 24,0.00%,
AL356056.2,0 out of 24,0.00%,
AL356124.1,0 out of 24,0.00%,
AL356258.1,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
AL356356.1,1 out of 24,4.17%,Astrocytes microglia 23
AL356599.1,0 out of 24,0.00%,
AL357054.2,0 out of 24,0.00%,
AL357055.3,0 out of 24,0.00%,
AL357060.1,0 out of 24,0.00%,
AL357153.2,0 out of 24,0.00%,
AL358216.1,0 out of 24,0.00%,
AL359091.1,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte progenitor cells 12
AL359232.1,1 out of 24,4.17%,GABA like neurons 14
AL359317.1,0 out of 24,0.00%,
AL359644.1,0 out of 24,0.00%,
AL359710.1,1 out of 24,4.17%,Astrocytes 5
AL359915.1,0 out of 24,0.00%,
AL359915.2,0 out of 24,0.00%,
AL360091.3,0 out of 24,0.00%,
AL365255.1,0 out of 24,0.00%,
AL365259.1,0 out of 24,0.00%,
AL365273.2,0 out of 24,0.00%,
AL365275.1,0 out of 24,0.00%,
AL365361.1,0 out of 24,0.00%,
AL390728.6,0 out of 24,0.00%,
AL390729.1,0 out of 24,0.00%,
AL390860.1,0 out of 24,0.00%,
AL390957.1,0 out of 24,0.00%,
AL391117.1,1 out of 24,4.17%,DA like neurons 11
AL391684.1,0 out of 24,0.00%,
AL391807.1,1 out of 24,4.17%,Oligodendrocytes 20
AL391987.2,0 out of 24,0.00%,
AL392023.2,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
AL392086.1,0 out of 24,0.00%,
AL442647.1,0 out of 24,0.00%,
AL445250.1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocyte progenitor cells 7
AL445426.1,0 out of 24,0.00%,
AL445433.2,0 out of 24,0.00%,
AL445472.1,2 out of 24,8.33%,Astrocytes microglia 23; Connective tissue cells 21
AL445623.2,1 out of 24,4.17%,DA like neurons 11
AL449266.1,1 out of 24,4.17%,Astrocytes microglia 23
AL449403.2,0 out of 24,0.00%,
AL450332.1,0 out of 24,0.00%,
AL450384.2,0 out of 24,0.00%,
AL450998.2,1 out of 24,4.17%,Oligodendrocytes 16
AL512625.3,1 out of 24,4.17%,Oligodendrocytes 3
AL513314.2,1 out of 24,4.17%,Astrocytes microglia 23
AL513327.1,0 out of 24,0.00%,
AL513329.1,0 out of 24,0.00%,
AL513550.1,0 out of 24,0.00%,
AL589740.1,4 out of 24,16.67%,DA like neurons 11; Astrocytes 4; Oligodendrocytes 2; Oligodendrocyte progenitor cells 7
AL589843.1,0 out of 24,0.00%,
AL590079.1,0 out of 24,0.00%,
AL590617.2,0 out of 24,0.00%,
AL590705.1,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
AL591518.1,0 out of 24,0.00%,
AL591885.1,0 out of 24,0.00%,
AL591895.1,0 out of 24,0.00%,
AL592183.1,1 out of 24,4.17%,Connective tissue cells 21
AL592295.4,0 out of 24,0.00%,
AL596220.1,1 out of 24,4.17%,Oligodendrocytes 20
AL603839.3,0 out of 24,0.00%,
AL603840.1,0 out of 24,0.00%,
AL627171.2,2 out of 24,8.33%,Oligodendrocytes 16; Connective tissue cells 21
AL645465.1,1 out of 24,4.17%,Oligodendrocytes 20
AL645568.1,2 out of 24,8.33%,Connective tissue cells 21; T cells 18
AL662796.1,0 out of 24,0.00%,
AL669831.5,1 out of 24,4.17%,Connective tissue cells 21
AL683813.1,0 out of 24,0.00%,
AL807761.4,0 out of 24,0.00%,
ALAD,0 out of 24,0.00%,
ALCAM,4 out of 24,16.67%,Endothelial cells 9; GABA neurons expressing GABA receptors 13; Astrocytes 15; GABA neurons expressing GLU receptors 22
ALDH18A1,0 out of 24,0.00%,
ALDH1A1,12 out of 24,50.00%,Oligodendrocytes 0; Oligodendrocyte progenitor cells 12; Astrocytes 8; Oligodendrocytes 10; Connective tissue cells 21; DA like neurons 11; Oligodendrocytes 16; Oligodendrocytes 3; Microglia 19; Endothelial cells 9; DA neurons 6; Microglia 1
ALDH1A2,0 out of 24,0.00%,
ALDH1A3,0 out of 24,0.00%,
ALDH1L1,1 out of 24,4.17%,Astrocytes 4
ALDH1L1-AS2,0 out of 24,0.00%,
ALDH1L2,0 out of 24,0.00%,
ALDH2,1 out of 24,4.17%,DA neurons 6
ALDH3A2,0 out of 24,0.00%,
ALDH5A1,0 out of 24,0.00%,
ALDH6A1,0 out of 24,0.00%,
ALDH7A1,0 out of 24,0.00%,
ALDH8A1,0 out of 24,0.00%,
ALDH9A1,0 out of 24,0.00%,
ALG1,0 out of 24,0.00%,
ALG10B,0 out of 24,0.00%,
ALG13,0 out of 24,0.00%,
ALG14,1 out of 24,4.17%,Astrocytes microglia 23
ALG5,1 out of 24,4.17%,Oligodendrocytes 16
ALG6,0 out of 24,0.00%,
ALG8,0 out of 24,0.00%,
ALK,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
ALKBH1,0 out of 24,0.00%,
ALKBH3,0 out of 24,0.00%,
ALKBH5,0 out of 24,0.00%,
ALKBH6,0 out of 24,0.00%,
ALKBH7,0 out of 24,0.00%,
ALKBH8,0 out of 24,0.00%,
ALMS1,0 out of 24,0.00%,
ALOX12-AS1,0 out of 24,0.00%,
ALOX15B,0 out of 24,0.00%,
ALOX5,0 out of 24,0.00%,
ALOX5AP,0 out of 24,0.00%,
ALPK1,0 out of 24,0.00%,
ALPK3,1 out of 24,4.17%,Astrocytes microglia 23
ALPL,0 out of 24,0.00%,
ALS2,0 out of 24,0.00%,
ALS2CR12,1 out of 24,4.17%,Astrocytes microglia 23
ALX4,0 out of 24,0.00%,
AMBRA1,2 out of 24,8.33%,Endothelial cells 9; T cells 18
AMD1,0 out of 24,0.00%,
AMER2,8 out of 24,33.33%,Astrocytes microglia 23; Oligodendrocyte progenitor cells 12; Astrocytes 8; GLU like neurons 17; GABA neurons expressing GLU receptors 22; DA like neurons 11; Oligodendrocytes 2; Oligodendrocytes 0
AMER3,0 out of 24,0.00%,
AMFR,0 out of 24,0.00%,
AMIGO1,0 out of 24,0.00%,
AMIGO2,0 out of 24,0.00%,
AMMECR1,0 out of 24,0.00%,
AMN1,0 out of 24,0.00%,
AMOT,1 out of 24,4.17%,Astrocytes 15
AMOTL1,0 out of 24,0.00%,
AMOTL2,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
AMPD2,0 out of 24,0.00%,
AMPD3,0 out of 24,0.00%,
AMPH,1 out of 24,4.17%,Astrocytes microglia 23
AMY2B,0 out of 24,0.00%,
AMZ1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
AMZ2,0 out of 24,0.00%,
ANAPC1,0 out of 24,0.00%,
ANAPC10,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
ANAPC11,0 out of 24,0.00%,
ANAPC13,0 out of 24,0.00%,
ANAPC16,4 out of 24,16.67%,Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 10; Oligodendrocytes 0
ANAPC4,0 out of 24,0.00%,
ANAPC5,0 out of 24,0.00%,
ANAPC7,0 out of 24,0.00%,
ANGEL1,0 out of 24,0.00%,
ANGEL2,0 out of 24,0.00%,
ANGPT1,1 out of 24,4.17%,Astrocytes 5
ANGPT2,2 out of 24,8.33%,Endothelial cells 9; Connective tissue cells 21
ANGPTL2,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
ANGPTL4,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
ANK1,2 out of 24,8.33%,DA like neurons 11; GABA like neurons 14
ANK2,8 out of 24,33.33%,GLU like neurons 17; Connective tissue cells 21; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0; Endothelial cells 9; DA neurons 6; Microglia 1
ANK3,7 out of 24,29.17%,Astrocytes microglia 23; Astrocytes 8; Connective tissue cells 21; Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0; Endothelial cells 9
ANKAR,1 out of 24,4.17%,Oligodendrocytes 20
ANKDD1A,1 out of 24,4.17%,Astrocytes 4
ANKFN1,2 out of 24,8.33%,Astrocytes 8; Astrocytes 15
ANKFY1,1 out of 24,4.17%,DA like neurons 11
ANKH,1 out of 24,4.17%,Microglia 19
ANKHD1-EIF4EBP3,0 out of 24,0.00%,
ANKIB1,0 out of 24,0.00%,
ANKLE2,0 out of 24,0.00%,
ANKMY1,1 out of 24,4.17%,T cells 18
ANKMY2,0 out of 24,0.00%,
ANKRA2,0 out of 24,0.00%,
ANKRD10,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
ANKRD11,0 out of 24,0.00%,
ANKRD12,1 out of 24,4.17%,Microglia 19
ANKRD13A,0 out of 24,0.00%,
ANKRD13C,0 out of 24,0.00%,
ANKRD13D,0 out of 24,0.00%,
ANKRD16,1 out of 24,4.17%,Connective tissue cells 21
ANKRD17,0 out of 24,0.00%,
ANKRD18A,0 out of 24,0.00%,
ANKRD18B,0 out of 24,0.00%,
ANKRD20A8P,0 out of 24,0.00%,
ANKRD22,1 out of 24,4.17%,Microglia 1
ANKRD23,0 out of 24,0.00%,
ANKRD24,0 out of 24,0.00%,
ANKRD26,2 out of 24,8.33%,T cells 18; Astrocytes 15
ANKRD27,0 out of 24,0.00%,
ANKRD28,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; T cells 18
ANKRD29,0 out of 24,0.00%,
ANKRD30B,0 out of 24,0.00%,
ANKRD30BL,2 out of 24,8.33%,DA like neurons 11; GABA like neurons 14
ANKRD33B,0 out of 24,0.00%,
ANKRD34B,1 out of 24,4.17%,GABA like neurons 14
ANKRD34C-AS1,0 out of 24,0.00%,
ANKRD35,0 out of 24,0.00%,
ANKRD36,3 out of 24,12.50%,Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocyte progenitor cells 7
ANKRD36B,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 5; Oligodendrocyte progenitor cells 7
ANKRD36C,1 out of 24,4.17%,Oligodendrocytes 3
ANKRD37,0 out of 24,0.00%,
ANKRD40,0 out of 24,0.00%,
ANKRD42,0 out of 24,0.00%,
ANKRD44,4 out of 24,16.67%,DA like neurons 11; Oligodendrocytes 10; Microglia 1; T cells 18
ANKRD46,0 out of 24,0.00%,
