Gene,Statistic,Percentage,Cell Types
AC091138.1,0 out of 24,0.00%,
AC091167.6,1 out of 24,4.17%,GABA_like_neurons 14
AC091551.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC091826.2,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
AC091885.2,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 7
AC091946.1,0 out of 24,0.00%,
AC091948.1,4 out of 24,16.67%,DA_like_neurons 11; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15
AC092114.1,0 out of 24,0.00%,
AC092131.1,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 5; Astrocytes 15
AC092142.1,0 out of 24,0.00%,
AC092155.1,0 out of 24,0.00%,
AC092329.3,0 out of 24,0.00%,
AC092378.1,0 out of 24,0.00%,
AC092535.3,0 out of 24,0.00%,
AC092683.1,7 out of 24,29.17%,GABA_like_neurons 14; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; DA_like_neurons 11
AC092691.1,9 out of 24,37.50%,Astrocytes_microglia 23; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; DA_like_neurons 11
AC092802.1,0 out of 24,0.00%,
AC092835.1,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
AC092902.3,2 out of 24,8.33%,GABA_like_neurons 14; GLU_like_neurons 17
AC092910.3,0 out of 24,0.00%,
AC092957.1,1 out of 24,4.17%,Endothelial_cells 9
AC092958.1,0 out of 24,0.00%,
AC093151.3,0 out of 24,0.00%,
AC093152.1,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 7
AC093157.1,0 out of 24,0.00%,
AC093503.2,0 out of 24,0.00%,
AC093523.1,0 out of 24,0.00%,
AC093535.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC093772.1,0 out of 24,0.00%,
AC093879.1,7 out of 24,29.17%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 4; Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11
AC096564.1,3 out of 24,12.50%,Oligodendrocytes 10; Oligodendrocytes 3; GLU_like_neurons 17
AC096677.1,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocytes 2
AC096711.2,3 out of 24,12.50%,Microglia 1; Oligodendrocytes 3; Connective_tissue_cells 21
AC097103.2,4 out of 24,16.67%,Astrocytes 8; DA_like_neurons 11; Oligodendrocytes 20; Oligodendrocytes 16
AC097376.2,4 out of 24,16.67%,Oligodendrocytes 20; T_cells 18; Oligodendrocytes 10; Microglia 19
AC097478.1,0 out of 24,0.00%,
AC097515.1,2 out of 24,8.33%,Astrocytes 8; Astrocytes 5
AC097634.3,0 out of 24,0.00%,
AC097658.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC097662.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC098617.1,1 out of 24,4.17%,Connective_tissue_cells 21
AC098829.1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 16
AC098850.3,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 12
AC099669.1,3 out of 24,12.50%,Astrocytes 8; GABA_neurons_expressing_GLU_receptors 22; Connective_tissue_cells 21
AC099792.1,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
AC100786.1,0 out of 24,0.00%,
AC100793.2,0 out of 24,0.00%,
AC100801.1,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 0
AC103853.1,0 out of 24,0.00%,
AC103876.1,0 out of 24,0.00%,
AC103923.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC104117.3,0 out of 24,0.00%,
AC104123.1,0 out of 24,0.00%,
AC104151.1,1 out of 24,4.17%,GLU_like_neurons 17
AC104389.4,1 out of 24,4.17%,Astrocytes_microglia 23
AC104461.1,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 3; Oligodendrocytes 2
AC104574.2,1 out of 24,4.17%,Astrocytes 15
AC104596.1,8 out of 24,33.33%,Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Astrocytes 15
AC104662.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC104806.2,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocyte_progenitor_cells 7
AC104827.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC104964.1,0 out of 24,0.00%,
AC104986.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC105052.1,0 out of 24,0.00%,
AC105052.3,5 out of 24,20.83%,Astrocytes_microglia 23; Oligodendrocytes 20; Astrocytes 4; Oligodendrocytes 16; Connective_tissue_cells 21
AC105285.1,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
AC105383.1,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 0
AC105402.3,9 out of 24,37.50%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 0; DA_like_neurons 11; DA_neurons 6
AC105942.1,0 out of 24,0.00%,
AC106729.1,1 out of 24,4.17%,GLU_like_neurons 17
AC106739.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC106791.1,3 out of 24,12.50%,Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0
AC106795.3,0 out of 24,0.00%,
AC106869.1,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocytes 3; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0
AC107067.1,0 out of 24,0.00%,
AC107204.1,1 out of 24,4.17%,GLU_like_neurons 17
AC107214.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC107375.1,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocytes 16
AC107884.1,0 out of 24,0.00%,
AC108047.1,2 out of 24,8.33%,Oligodendrocytes 20; DA_like_neurons 11
AC108062.1,3 out of 24,12.50%,Astrocytes 8; Oligodendrocytes 20; Astrocytes 5
AC108449.1,1 out of 24,4.17%,Oligodendrocytes 3
AC108866.1,6 out of 24,25.00%,Astrocytes_microglia 23; Astrocytes 8; Oligodendrocytes 20; Astrocytes 5; Astrocytes 4; Connective_tissue_cells 21
AC109466.1,0 out of 24,0.00%,
AC109779.1,0 out of 24,0.00%,
AC109927.1,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 3
AC110023.1,2 out of 24,8.33%,Astrocytes 8; Astrocytes 15
AC110285.1,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 12
AC110597.3,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
AC111006.1,0 out of 24,0.00%,
AC112722.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC113383.1,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
AC113414.1,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 3; GABA_like_neurons 14
AC114485.1,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocytes 2
AC114689.3,0 out of 24,0.00%,
AC114763.1,0 out of 24,0.00%,
AC115622.1,2 out of 24,8.33%,Astrocytes 8; GLU_like_neurons 17
AC116366.3,1 out of 24,4.17%,Oligodendrocytes 3
AC116565.2,0 out of 24,0.00%,
AC117383.1,0 out of 24,0.00%,
AC118549.1,9 out of 24,37.50%,Astrocytes_microglia 23; Oligodendrocytes 0; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; Microglia 19; DA_like_neurons 11; Endothelial_cells 9
AC119396.1,0 out of 24,0.00%,
AC119868.2,1 out of 24,4.17%,DA_like_neurons 11
AC120193.1,3 out of 24,12.50%,DA_like_neurons 11; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
AC123768.3,1 out of 24,4.17%,Astrocytes_microglia 23
AC124254.1,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
AC124312.1,7 out of 24,29.17%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 3; Oligodendrocytes 2; DA_neurons 6
AC124319.2,0 out of 24,0.00%,
AC124854.1,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; Astrocytes 5; Connective_tissue_cells 21
AC125613.1,1 out of 24,4.17%,Oligodendrocytes 3
AC127024.2,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
AC127526.1,0 out of 24,0.00%,
AC130324.2,0 out of 24,0.00%,
AC135050.3,1 out of 24,4.17%,Oligodendrocytes 2
AC138123.1,0 out of 24,0.00%,
AC138150.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC138305.1,0 out of 24,0.00%,
AC138627.1,3 out of 24,12.50%,Astrocytes 5; GLU_like_neurons 17; Oligodendrocytes 16
AC139491.7,0 out of 24,0.00%,
AC139720.1,0 out of 24,0.00%,
AC139887.2,6 out of 24,25.00%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Astrocytes 5; Oligodendrocytes 2; Microglia 1
AC140912.1,0 out of 24,0.00%,
AC145124.1,0 out of 24,0.00%,
AC145422.1,1 out of 24,4.17%,GABA_like_neurons 14
AC231533.1,0 out of 24,0.00%,
AC233296.1,6 out of 24,25.00%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2
AC234582.1,0 out of 24,0.00%,
AC239800.3,0 out of 24,0.00%,
AC239809.3,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3
AC242426.2,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; Connective_tissue_cells 21
AC243829.1,0 out of 24,0.00%,
AC243829.2,1 out of 24,4.17%,T_cells 18
AC244021.1,3 out of 24,12.50%,Microglia 1; GABA_like_neurons 14; GLU_like_neurons 17
AC244131.2,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
AC244453.3,0 out of 24,0.00%,
AC245060.5,7 out of 24,29.17%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2
AC245123.1,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
AC245187.2,0 out of 24,0.00%,
AC245297.3,4 out of 24,16.67%,Astrocytes_microglia 23; Astrocytes 4; Microglia 1; T_cells 18
AC246817.2,0 out of 24,0.00%,
ACAA1,1 out of 24,4.17%,T_cells 18
ACACA,5 out of 24,20.83%,Astrocytes_microglia 23; Astrocytes 15; Microglia 19; DA_like_neurons 11; Microglia 1
ACACB,6 out of 24,25.00%,T_cells 18; Astrocytes 8; Astrocytes 5; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
ACAD10,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
ACAD8,1 out of 24,4.17%,Astrocytes_microglia 23
ACAD9,1 out of 24,4.17%,Astrocytes 15
ACADL,0 out of 24,0.00%,
ACADM,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; Astrocytes 4
ACADSB,2 out of 24,8.33%,T_cells 18; Connective_tissue_cells 21
ACADVL,4 out of 24,16.67%,Astrocytes 8; DA_like_neurons 11; GABA_like_neurons 14; Microglia 19
ACAP1,0 out of 24,0.00%,
ACAP2,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 12
ACAP3,3 out of 24,12.50%,DA_like_neurons 11; GABA_like_neurons 14; Connective_tissue_cells 21
ACAT1,1 out of 24,4.17%,Astrocytes 15
ACAT2,0 out of 24,0.00%,
ACBD3,4 out of 24,16.67%,Astrocytes_microglia 23; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
ACBD4,0 out of 24,0.00%,
ACBD5,2 out of 24,8.33%,Oligodendrocytes 2; Oligodendrocytes 0
ACBD6,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 0; DA_like_neurons 11; Microglia 1
ACCS,1 out of 24,4.17%,Astrocytes_microglia 23
ACER2,1 out of 24,4.17%,Endothelial_cells 9
ACER3,9 out of 24,37.50%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 3; Astrocytes 15; Microglia 1
ACHE,3 out of 24,12.50%,DA_like_neurons 11; GABA_like_neurons 14; DA_neurons 6
ACIN1,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes 4; Astrocytes 15; Microglia 19
ACKR3,1 out of 24,4.17%,Astrocytes_microglia 23
ACLY,3 out of 24,12.50%,GABA_neurons_expressing_GABA_receptors 13; DA_neurons 6; Connective_tissue_cells 21
ACO1,1 out of 24,4.17%,Connective_tissue_cells 21
ACO2,1 out of 24,4.17%,GABA_like_neurons 14
ACOT11,8 out of 24,33.33%,GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Connective_tissue_cells 21
ACOT13,0 out of 24,0.00%,
ACOT7,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 10; Endothelial_cells 9; DA_neurons 6
ACOT8,1 out of 24,4.17%,Astrocytes_microglia 23
ACOT9,0 out of 24,0.00%,
ACOX1,1 out of 24,4.17%,Oligodendrocytes 2
ACOX3,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Connective_tissue_cells 21
ACP1,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocytes 2; Microglia 19
ACP2,0 out of 24,0.00%,
ACP6,2 out of 24,8.33%,Astrocytes 4; Astrocytes 15
ACPP,0 out of 24,0.00%,
ACSBG1,4 out of 24,16.67%,Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 3; Astrocytes 15
ACSF2,1 out of 24,4.17%,Astrocytes 15
ACSF3,0 out of 24,0.00%,
ACSL1,5 out of 24,20.83%,Astrocytes_microglia 23; Oligodendrocytes 10; Oligodendrocytes 16; Microglia 19; Microglia 1
ACSL3,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 0; DA_neurons 6
ACSL4,4 out of 24,16.67%,Microglia 1; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Connective_tissue_cells 21
ACSL5,1 out of 24,4.17%,Endothelial_cells 9
ACSM5,1 out of 24,4.17%,Microglia 1
ACSS1,2 out of 24,8.33%,Astrocytes 8; Astrocytes 4
ACSS2,2 out of 24,8.33%,Oligodendrocytes 20; GABA_neurons_expressing_GLU_receptors 22
ACSS3,3 out of 24,12.50%,Astrocytes 8; Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12
ACTA2,1 out of 24,4.17%,Endothelial_cells 9
ACTB,16 out of 24,66.67%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 2; DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7; Microglia 1; Connective_tissue_cells 21
ACTG1,16 out of 24,66.67%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
ACTL6B,1 out of 24,4.17%,GABA_like_neurons 14
ACTN1,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 5; Astrocytes 15
ACTN2,7 out of 24,29.17%,Astrocytes_microglia 23; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
ACTN4,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
ACTR10,1 out of 24,4.17%,DA_neurons 6
ACTR1A,2 out of 24,8.33%,Astrocytes 15; Microglia 19
ACTR1B,1 out of 24,4.17%,GABA_neurons_expressing_GABA_receptors 13
ACTR2,3 out of 24,12.50%,GABA_neurons_expressing_GABA_receptors 13; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
ACTR3,4 out of 24,16.67%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 7
ACTR3B,3 out of 24,12.50%,Astrocytes 4; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7
ACTR3C,0 out of 24,0.00%,
ACTR6,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
ACVR1,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Microglia 19
ACVR1B,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; Connective_tissue_cells 21
ACVR1C,1 out of 24,4.17%,Oligodendrocytes 0
ACVR2A,3 out of 24,12.50%,GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 12; Connective_tissue_cells 21
ACVR2B,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocytes 16
ACVRL1,1 out of 24,4.17%,Endothelial_cells 9
ACYP1,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes_microglia 23; Oligodendrocytes 16
ACYP2,1 out of 24,4.17%,Oligodendrocytes 20
ADA2,0 out of 24,0.00%,
ADAL,1 out of 24,4.17%,Astrocytes 4
ADAM10,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 16; DA_like_neurons 11
ADAM11,1 out of 24,4.17%,GABA_like_neurons 14
ADAM12,7 out of 24,29.17%,Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
ADAM15,1 out of 24,4.17%,Oligodendrocytes 16
ADAM17,5 out of 24,20.83%,Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Microglia 1; Connective_tissue_cells 21
ADAM19,3 out of 24,12.50%,Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 0
ADAM22,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11
ADAM23,0 out of 24,0.00%,
ADAM28,2 out of 24,8.33%,Microglia 1; Microglia 19
ADAM32,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GLU_receptors 22
ADAM33,2 out of 24,8.33%,Astrocytes_microglia 23; Connective_tissue_cells 21
ADAM8,0 out of 24,0.00%,
ADAM9,8 out of 24,33.33%,GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Oligodendrocytes 0
ADAMTS1,1 out of 24,4.17%,Endothelial_cells 9
ADAMTS10,5 out of 24,20.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Microglia 19; DA_like_neurons 11; Microglia 1
ADAMTS12,0 out of 24,0.00%,
ADAMTS13,0 out of 24,0.00%,
ADAMTS14,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 3
ADAMTS15,0 out of 24,0.00%,
ADAMTS16,0 out of 24,0.00%,
ADAMTS17,3 out of 24,12.50%,T_cells 18; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
ADAMTS18,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 3
ADAMTS19,0 out of 24,0.00%,
ADAMTS2,1 out of 24,4.17%,GABA_like_neurons 14
ADAMTS20,0 out of 24,0.00%,
ADAMTS4,1 out of 24,4.17%,Oligodendrocytes 0
ADAMTS6,0 out of 24,0.00%,
ADAMTS8,0 out of 24,0.00%,
ADAMTS9,3 out of 24,12.50%,Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; Connective_tissue_cells 21
ADAMTS9-AS2,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 15
ADAMTSL1,0 out of 24,0.00%,
ADAMTSL2,1 out of 24,4.17%,Astrocytes_microglia 23
ADAMTSL3,6 out of 24,25.00%,Astrocytes_microglia 23; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 3; Astrocytes 15
ADAP1,1 out of 24,4.17%,Oligodendrocytes 16
ADAP2,1 out of 24,4.17%,Microglia 19
ADAR,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12
ADARB1,3 out of 24,12.50%,T_cells 18; GABA_like_neurons 14; Astrocytes 15
ADARB2,5 out of 24,20.83%,Astrocytes 8; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; DA_like_neurons 11; Endothelial_cells 9
ADARB2-AS1,1 out of 24,4.17%,Oligodendrocytes 16
ADAT1,0 out of 24,0.00%,
ADAT2,0 out of 24,0.00%,
ADCK1,1 out of 24,4.17%,Oligodendrocytes 20
ADCK5,0 out of 24,0.00%,
ADCY1,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Connective_tissue_cells 21
ADCY2,4 out of 24,16.67%,Oligodendrocyte_progenitor_cells 12; DA_like_neurons 11; GLU_like_neurons 17; Astrocytes 15
ADCY3,2 out of 24,8.33%,T_cells 18; Endothelial_cells 9
ADCY4,0 out of 24,0.00%,
ADCY5,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Endothelial_cells 9
ADCY6,2 out of 24,8.33%,GLU_like_neurons 17; Connective_tissue_cells 21
ADCY7,0 out of 24,0.00%,
ADCY8,4 out of 24,16.67%,GLU_like_neurons 17; GABA_like_neurons 14; Astrocytes 15; Oligodendrocyte_progenitor_cells 7
ADCY9,3 out of 24,12.50%,DA_like_neurons 11; GABA_like_neurons 14; GLU_like_neurons 17
ADCYAP1R1,0 out of 24,0.00%,
ADD1,1 out of 24,4.17%,Astrocytes 8
ADD2,1 out of 24,4.17%,GLU_like_neurons 17
ADD3,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 2
ADGRA1,0 out of 24,0.00%,
ADGRA2,1 out of 24,4.17%,Connective_tissue_cells 21
ADGRA3,4 out of 24,16.67%,Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Connective_tissue_cells 21
ADGRB1,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 4; Astrocytes 15
ADGRB2,1 out of 24,4.17%,Astrocytes_microglia 23
ADGRB3,13 out of 24,54.17%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; T_cells 18; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; DA_like_neurons 11; DA_neurons 6; Connective_tissue_cells 21
ADGRD1,1 out of 24,4.17%,Endothelial_cells 9
ADGRE2,1 out of 24,4.17%,Microglia 19
ADGRE5,1 out of 24,4.17%,Connective_tissue_cells 21
ADGRF5,1 out of 24,4.17%,Endothelial_cells 9
ADGRG1,5 out of 24,20.83%,T_cells 18; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Microglia 19; Microglia 1
ADGRG5,0 out of 24,0.00%,
ADGRL1,2 out of 24,8.33%,GABA_like_neurons 14; GLU_like_neurons 17
ADGRL2,2 out of 24,8.33%,DA_like_neurons 11; Endothelial_cells 9
ADGRL3,9 out of 24,37.50%,T_cells 18; Astrocytes 8; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9; Connective_tissue_cells 21
ADGRL4,1 out of 24,4.17%,Endothelial_cells 9
ADGRV1,2 out of 24,8.33%,DA_like_neurons 11; GABA_like_neurons 14
ADH1B,0 out of 24,0.00%,
ADH5,0 out of 24,0.00%,
ADHFE1,2 out of 24,8.33%,Astrocytes 15; Connective_tissue_cells 21
ADI1,3 out of 24,12.50%,Astrocytes 4; Oligodendrocytes 16; Connective_tissue_cells 21
ADIPOR1,0 out of 24,0.00%,
ADIPOR2,9 out of 24,37.50%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
ADIRF,1 out of 24,4.17%,Endothelial_cells 9
ADK,6 out of 24,25.00%,T_cells 18; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; DA_like_neurons 11
ADM,2 out of 24,8.33%,Astrocytes 8; Astrocytes 15
ADNP,0 out of 24,0.00%,
ADNP2,4 out of 24,16.67%,Microglia 19; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Connective_tissue_cells 21
ADO,2 out of 24,8.33%,Oligodendrocytes 16; Oligodendrocytes 3
ADORA1,0 out of 24,0.00%,
ADPGK,0 out of 24,0.00%,
ADPRHL1,0 out of 24,0.00%,
ADPRHL2,0 out of 24,0.00%,
ADRA1A,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12
ADRM1,0 out of 24,0.00%,
ADSS,5 out of 24,20.83%,Microglia 19; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
AEBP1,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 15
AEBP2,5 out of 24,20.83%,Astrocytes 8; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
AES,7 out of 24,29.17%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; DA_like_neurons 11; DA_neurons 6
AF117829.1,8 out of 24,33.33%,GABA_like_neurons 14; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
