Gene,Statistic,Percentage,Cell Types
AC001226.2,12 out of 24,50.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocytes 20; Microglia 19; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1
AC002070.1,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; Endothelial_cells 9
AC002074.1,1 out of 24,4.17%,Connective_tissue_cells 21
AC002429.2,8 out of 24,33.33%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
AC003002.2,2 out of 24,8.33%,DA_like_neurons 11; GABA_like_neurons 14
AC003991.1,9 out of 24,37.50%,GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; DA_like_neurons 11
AC004076.1,11 out of 24,45.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
AC004158.1,16 out of 24,66.67%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
AC004253.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC004540.1,9 out of 24,37.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
AC004540.2,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
AC004594.1,1 out of 24,4.17%,DA_like_neurons 11
AC004687.1,4 out of 24,16.67%,Astrocytes_microglia 23; Microglia 1; T_cells 18; Microglia 19
AC004690.2,6 out of 24,25.00%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0
AC004784.1,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14
AC004805.1,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; GLU_like_neurons 17
AC004852.2,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
AC004889.1,1 out of 24,4.17%,Connective_tissue_cells 21
AC004918.1,10 out of 24,41.67%,Astrocytes_microglia 23; Oligodendrocytes 20; Microglia 19; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0; Microglia 1
AC004943.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC005037.1,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
AC005154.6,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11
AC005162.3,8 out of 24,33.33%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
AC005165.1,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
AC005225.2,6 out of 24,25.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15
AC005258.1,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
AC005261.1,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
AC005332.5,1 out of 24,4.17%,Astrocytes_microglia 23
AC005480.1,8 out of 24,33.33%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
AC005537.1,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
AC005670.2,8 out of 24,33.33%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
AC005697.1,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; GLU_like_neurons 17
AC005726.1,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; Astrocytes_microglia 23; GABA_like_neurons 14; GLU_like_neurons 17
AC005833.2,4 out of 24,16.67%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
AC006030.1,17 out of 24,70.83%,Astrocytes_microglia 23; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Microglia 19; Oligodendrocytes 2; DA_like_neurons 11; Oligodendrocytes 3; Microglia 1
AC006058.1,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; GABA_like_neurons 14; GLU_like_neurons 17
AC006059.1,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
AC006064.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC006064.4,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; DA_neurons 6
AC006115.3,11 out of 24,45.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Oligodendrocytes 3; DA_like_neurons 11
AC006148.1,17 out of 24,70.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 2; DA_like_neurons 11; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
AC006160.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC006299.1,1 out of 24,4.17%,GABA_like_neurons 14
AC006369.1,1 out of 24,4.17%,T_cells 18
AC006504.5,8 out of 24,33.33%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
AC006581.2,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; GABA_like_neurons 14; GLU_like_neurons 17
AC006978.2,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
AC007038.1,14 out of 24,58.33%,Astrocytes_microglia 23; Oligodendrocytes 0; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 3; Microglia 19; Oligodendrocyte_progenitor_cells 7; Microglia 1; Connective_tissue_cells 21
AC007091.1,2 out of 24,8.33%,DA_like_neurons 11; GLU_like_neurons 17
AC007159.1,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
AC007193.2,7 out of 24,29.17%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
AC007216.4,16 out of 24,66.67%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
AC007220.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC007262.2,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11
AC007285.1,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
AC007319.1,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; Connective_tissue_cells 21
AC007364.1,18 out of 24,75.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 2; DA_like_neurons 11; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
AC007376.2,5 out of 24,20.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Microglia 1
AC007388.1,15 out of 24,62.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
AC007402.1,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; Astrocytes_microglia 23; GABA_like_neurons 14
AC007495.1,9 out of 24,37.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; DA_like_neurons 11
AC007529.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC007563.2,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
AC007566.1,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11
AC007614.1,2 out of 24,8.33%,DA_like_neurons 11; GLU_like_neurons 17
AC007656.1,1 out of 24,4.17%,GABA_like_neurons 14
AC007785.1,8 out of 24,33.33%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Oligodendrocytes 3
AC007938.3,1 out of 24,4.17%,GABA_like_neurons 14
AC008014.1,16 out of 24,66.67%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
AC008050.1,6 out of 24,25.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 1
AC008056.1,1 out of 24,4.17%,DA_like_neurons 11
AC008074.1,3 out of 24,12.50%,DA_like_neurons 11; GABA_like_neurons 14; GLU_like_neurons 17
AC008105.3,5 out of 24,20.83%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Microglia 19; Microglia 1
AC008124.1,9 out of 24,37.50%,Astrocytes_microglia 23; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
AC008127.1,5 out of 24,20.83%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15
AC008415.1,1 out of 24,4.17%,GABA_like_neurons 14
AC008438.1,8 out of 24,33.33%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0
AC008537.1,17 out of 24,70.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 2; DA_like_neurons 11; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
AC008591.1,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_like_neurons 14; DA_like_neurons 11
AC008629.1,12 out of 24,50.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0
AC008691.1,4 out of 24,16.67%,Astrocytes_microglia 23; Microglia 1; GABA_like_neurons 14; GLU_like_neurons 17
AC008731.1,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
AC008735.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC008892.1,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 1
AC008957.1,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
AC008957.2,7 out of 24,29.17%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15; Microglia 19; Microglia 1
AC009060.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC009061.2,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22
AC009063.2,6 out of 24,25.00%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0
AC009093.2,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22
AC009126.1,17 out of 24,70.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 2; DA_like_neurons 11; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7
AC009154.1,1 out of 24,4.17%,Connective_tissue_cells 21
AC009163.1,1 out of 24,4.17%,Astrocytes_microglia 23
AC009264.1,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14
AC009403.1,15 out of 24,62.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
AC009435.1,2 out of 24,8.33%,GABA_like_neurons 14; GLU_like_neurons 17
AC009554.1,12 out of 24,50.00%,Astrocytes_microglia 23; T_cells 18; Oligodendrocytes 20; Microglia 19; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1
AC009690.1,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11
AC009690.2,1 out of 24,4.17%,Astrocytes_microglia 23
AC009948.1,7 out of 24,29.17%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Connective_tissue_cells 21
AC009950.1,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
AC009961.1,5 out of 24,20.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7
AC009975.1,7 out of 24,29.17%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
AC010099.4,9 out of 24,37.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; DA_like_neurons 11
AC010127.1,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
AC010168.1,2 out of 24,8.33%,Astrocytes_microglia 23; DA_like_neurons 11
AC010260.1,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
AC010542.3,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
AC010609.1,1 out of 24,4.17%,T_cells 18
AC010615.4,18 out of 24,75.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 2; DA_like_neurons 11; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
AC010616.2,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; DA_neurons 6
AC010618.3,16 out of 24,66.67%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
